id,name
3f2d3958-e702-4dd6-b0b9-9fca3d213b87,Player_3f2d3958-e702-4dd6-b0b9-9fca3d213b87
a793c9bc-a5e8-418e-b149-fa59691b6874,Player_a793c9bc-a5e8-418e-b149-fa59691b6874
139e9cc7-b4b4-4ae3-8f27-49f8898275d9,Player_139e9cc7-b4b4-4ae3-8f27-49f8898275d9
d616806b-1ea5-4c59-9f4d-5f213d293715,Player_d616806b-1ea5-4c59-9f4d-5f213d293715
91bd60c8-145b-46f7-9465-3b2f767d6690,Player_91bd60c8-145b-46f7-9465-3b2f767d6690
168f1e28-8dca-46db-b067-71af2ba36dd2,Player_168f1e28-8dca-46db-b067-71af2ba36dd2
38f5e4bc-562b-4de0-9b21-de299a98c582,Player_38f5e4bc-562b-4de0-9b21-de299a98c582
4ff0bcf3-277a-424c-9e0d-da53c2b4bd93,Player_4ff0bcf3-277a-424c-9e0d-da53c2b4bd93
83bc8bc8-36c0-4950-b7f4-0781ea27520d,Player_83bc8bc8-36c0-4950-b7f4-0781ea27520d
554bf92d-635f-4aab-bf8f-a1f9df48bda9,Player_554bf92d-635f-4aab-bf8f-a1f9df48bda9
84ead127-48e8-4670-983b-7ff08c97d8c7,Player_84ead127-48e8-4670-983b-7ff08c97d8c7
86a29214-79e9-4abd-91c4-148282698a37,Player_86a29214-79e9-4abd-91c4-148282698a37
34acd2be-682a-4d24-8efb-db2969fd4a9b,Player_34acd2be-682a-4d24-8efb-db2969fd4a9b
5a8ca462-5059-4c2d-9a0c-5eb1e21d4610,Player_5a8ca462-5059-4c2d-9a0c-5eb1e21d4610
989f57e3-96ed-4462-bd3b-ecfe094d7b9e,Player_989f57e3-96ed-4462-bd3b-ecfe094d7b9e
a3af285d-1941-4f7b-a176-ce6db3176a16,Player_a3af285d-1941-4f7b-a176-ce6db3176a16
5d957814-9c37-405b-859b-05042c6bdf1c,Player_5d957814-9c37-405b-859b-05042c6bdf1c
f26dec15-1eab-4cef-a618-de80726a67bc,Player_f26dec15-1eab-4cef-a618-de80726a67bc
4adced37-d57f-4bec-a6a9-32921c993fec,Player_4adced37-d57f-4bec-a6a9-32921c993fec
830aa28d-8a76-47f1-af39-b4c72d656594,Player_830aa28d-8a76-47f1-af39-b4c72d656594
a4a4041c-0925-4ef6-a49d-92cfb9a40b8b,Player_a4a4041c-0925-4ef6-a49d-92cfb9a40b8b
bdc329d7-4ef5-4567-8ce6-550707b21ad6,Player_bdc329d7-4ef5-4567-8ce6-550707b21ad6
6c5a15ae-9c39-4475-b898-243c26d470eb,Player_6c5a15ae-9c39-4475-b898-243c26d470eb
d6817d57-c0ea-4c5c-b7aa-1157dcb221c7,Player_d6817d57-c0ea-4c5c-b7aa-1157dcb221c7
ae20dbdf-f58b-40b1-93fe-9648f1e8dae6,Player_ae20dbdf-f58b-40b1-93fe-9648f1e8dae6
11a8d4da-146a-48d2-be69-eb9ca8bd7170,Player_11a8d4da-146a-48d2-be69-eb9ca8bd7170
a47a8405-3dc1-4847-859f-d4ccf93477ce,Player_a47a8405-3dc1-4847-859f-d4ccf93477ce
de04776a-c790-4f2e-85e8-20b8a8543304,Player_de04776a-c790-4f2e-85e8-20b8a8543304
fc744f93-c18e-4dbe-a37b-6302b66a203a,Player_fc744f93-c18e-4dbe-a37b-6302b66a203a
10e5d6ba-6a2c-464f-94f8-1a2d95118ef2,Player_10e5d6ba-6a2c-464f-94f8-1a2d95118ef2
a3e3cb64-ba8e-473b-8a2c-d3abb2ce350f,Player_a3e3cb64-ba8e-473b-8a2c-d3abb2ce350f
1144c911-08ba-4691-aa21-cf51797530d9,Player_1144c911-08ba-4691-aa21-cf51797530d9
7a4a8cd0-429e-41be-ac64-ebc0b895d488,Player_7a4a8cd0-429e-41be-ac64-ebc0b895d488
55938404-0770-42da-b058-25f92587a2c6,Player_55938404-0770-42da-b058-25f92587a2c6
c7fc65f9-4e4e-4006-8d41-6f3dd9c2b4a4,Player_c7fc65f9-4e4e-4006-8d41-6f3dd9c2b4a4
063358bd-b1b8-421a-b87b-926ba8ba92a8,Player_063358bd-b1b8-421a-b87b-926ba8ba92a8
2137579e-9c87-44d0-9c8a-29475457aa14,Player_2137579e-9c87-44d0-9c8a-29475457aa14
f6d196ce-471c-43ba-bae6-5455127e9b0d,Player_f6d196ce-471c-43ba-bae6-5455127e9b0d
287dc56f-be1e-47ef-b53d-2de3ea9c1c95,Player_287dc56f-be1e-47ef-b53d-2de3ea9c1c95
1ac4b78a-124d-499c-9c3d-931ae3c617b9,Player_1ac4b78a-124d-499c-9c3d-931ae3c617b9
e87bedef-fa2a-46e9-8055-c6ec04031058,Player_e87bedef-fa2a-46e9-8055-c6ec04031058
7293547d-b892-4521-8375-9df556e549cf,Player_7293547d-b892-4521-8375-9df556e549cf
88bb67b8-5475-426a-984c-893072e29c16,Player_88bb67b8-5475-426a-984c-893072e29c16
809b4a9e-2372-437a-be23-f2c26f2eab11,Player_809b4a9e-2372-437a-be23-f2c26f2eab11
db71df4c-6030-4602-be46-24ad4237f734,Player_db71df4c-6030-4602-be46-24ad4237f734
86984f5e-3f6f-466d-b36e-5ae95e6c9349,Player_86984f5e-3f6f-466d-b36e-5ae95e6c9349
403f773f-0eab-4e44-b39f-12a8be5c0202,Player_403f773f-0eab-4e44-b39f-12a8be5c0202
acfa0a10-3c21-4b77-86b5-c9e017e725d3,Player_acfa0a10-3c21-4b77-86b5-c9e017e725d3
d91245d7-15fa-46dd-ae1e-9a4420d6e9e6,Player_d91245d7-15fa-46dd-ae1e-9a4420d6e9e6
fe1fdaf8-d1a3-4d46-a925-07c5eb0d2ed2,Player_fe1fdaf8-d1a3-4d46-a925-07c5eb0d2ed2
1249a9a2-4393-4e48-be5e-79505d5edadf,Player_1249a9a2-4393-4e48-be5e-79505d5edadf
25f60d5c-058f-4114-ae65-503e3139f959,Player_25f60d5c-058f-4114-ae65-503e3139f959
78f98045-a6d4-4c04-9f36-f458691330a1,Player_78f98045-a6d4-4c04-9f36-f458691330a1
07912b84-ae84-4471-946a-b4fcd4ceed4b,Player_07912b84-ae84-4471-946a-b4fcd4ceed4b
84ee3e41-020b-48de-a0cb-4ade46badf9f,Player_84ee3e41-020b-48de-a0cb-4ade46badf9f
b7559cc6-4016-4a33-b079-c7bb1b8adc24,Player_b7559cc6-4016-4a33-b079-c7bb1b8adc24
35f45e5f-ff85-49db-92e7-53b2884f389b,Player_35f45e5f-ff85-49db-92e7-53b2884f389b
733b3a1d-3279-472c-951a-94ec4cfd0c2d,Player_733b3a1d-3279-472c-951a-94ec4cfd0c2d
16249924-3f81-4507-a42c-04e9b5ac5e3f,Player_16249924-3f81-4507-a42c-04e9b5ac5e3f
f5327d64-f408-4264-91bf-fabd10d577ea,Player_f5327d64-f408-4264-91bf-fabd10d577ea
647a1fb6-7b68-40bf-8463-22303e7982df,Player_647a1fb6-7b68-40bf-8463-22303e7982df
ca2ed963-5c60-470b-9e4d-d2540559841c,Player_ca2ed963-5c60-470b-9e4d-d2540559841c
bb574206-cbdf-402f-872a-7d69b33a0c5b,Player_bb574206-cbdf-402f-872a-7d69b33a0c5b
559bec87-47b7-46de-a962-4e2f9b704529,Player_559bec87-47b7-46de-a962-4e2f9b704529
f2abe058-31a7-473f-8d1a-de04466a6c11,Player_f2abe058-31a7-473f-8d1a-de04466a6c11
